"name","degree","JobId","Qualification"
"Michael Hayes","MCA","138418203007554","MCA"
"Nina Simmons","PhD","340976050461310","PhD"
"Paula Ward","B.Tech","2994515138725294","M.Tech/B.Tech"
"Quincy Hughes","BA","1100226011415881","BA"
"Ruby Powell","BBA","2414840055094733","MBA/BBA"
"Samuel Russell","BCA","2925970585004795","MCA/BCA"
"Ursula Howard","M.Tech","725450117689704","M.Tech"
"Victor Morgan","MBA","1532082897054473","MBA"
"Walter Bell","MCA","528968186738005","MCA"
"Xena Bryant","PhD","3079208650829838","PhD"
"Zoe Jenkins","B.Tech","919330074139881","M.Tech/B.Tech"
"Anthony Long","BA","1619443923190995","BA"
"Brittany Patterson","BBA","808000112469872","MBA/BBA"
"Carlos Coleman","BCA","16754769137965","MCA/BCA"
"Eleanor Perry","M.Tech","2747469432170847","M.Tech"
"Frankie Alexander","MBA","2187016333134884","MBA"
"Gina Butler","MCA","515759414812463","MCA"
"Harold Webb","PhD","2844215897238973","PhD"
"Jackie Harper","B.Tech","1504475213048553","M.Tech/B.Tech"
"Kurt Matthews","BA","702606894821909","BA"
"Lara Jennings","BBA","1588379084815842","MBA/BBA"
"Mason Rhodes","BCA","2754220383242813","MCA/BCA"
"Owen Perry","M.Tech","1922205585564707","M.Tech"
"Piper Freeman","MBA","1263318697028635","MBA"
"Quinton Lawrence","MCA","1102632855042626","MCA"
"Riley Patterson","PhD","1573958054748606","PhD"
"Tanya Edwards","B.Tech","406798033750380","M.Tech/B.Tech"
"Ulysses Ross","BA","1301925695297428","BA"
"Vivian Hughes","BBA","1134911970816309","MBA/BBA"
"Wayne Rogers","BCA","1864996850784532","MCA/BCA"
"Yasmine Barrett","M.Tech","1353461564538280","M.Tech"
"Zane Cole","MBA","1356054191420529","MBA"
"Abigail Porter","MCA","2880630531367897","MCA"
"Blake Townsend","PhD","2734683016936282","PhD"
"Dylan Walker","B.Tech","1391201006904798","M.Tech/B.Tech"
"Elise Sanders","BA","105037936074034","BA"
"Francis Hicks","BBA","1928699325938518","MBA/BBA"
"Gloria Long","BCA","2422118320988623","MCA/BCA"
"Isabel Rivera","M.Tech","2118923502565395","M.Tech"
"Jason Bell","MBA","180992282446451","MBA"
"Kate Hughes","MCA","1278162596919389","MCA"
"Liam Martin","PhD","2569927492697256","PhD"
"Noah Cooper","B.Tech","1423526322179626","M.Tech/B.Tech"
"Ophelia Barnes","BA","2529746274825780","BA"
"Parker Wood","BBA","1925346152335073","MBA/BBA"
"Quincy Young","BCA","578358298146361","MCA/BCA"
"Sophia Lee","M.Tech","2211160207314452","M.Tech"
"Tyler Adams","MBA","465659643464497","MBA"
"Ulysses Clark","MCA","2204826976058936","MCA"
"Victoria Morgan","PhD","1631476822520297","PhD"
"Jane Smith","B.Tech","2369170340868245","M.Tech/B.Tech"
"Alice Johnson","BA","1671200548412275","BA"
"Bob Brown","BBA","2338675766517901","MBA/BBA"
"Charlie Davis","BCA","1139563156888310","MCA/BCA"
"George Harris","M.Tech","593798148322197","M.Tech"
"Hannah Martin","MBA","1479877984671157","MBA"
"Ian Clark","MCA","1446023813980282","MCA"
"Jessica Lewis","PhD","2975104417637410","PhD"
"Larry Anderson","B.Tech","1388456802542394","M.Tech/B.Tech"
"Monica Hall","BA","2505213971303748","BA"
"Nathan Allen","BBA","1498157730668031","MBA/BBA"
"Olivia Young","BCA","1105497374507407","MCA/BCA"
"Quinn Wright","M.Tech","2819584556695127","M.Tech"
"Rachel Scott","MBA","950917053279067","MBA"
"Steve Adams","MCA","2062134793804492","MCA"
"Tina Baker","PhD","1421111105535200","PhD"
"Victor Roberts","B.Tech","17637322620995","M.Tech/B.Tech"
"Wendy Evans","BA","1659582771688686","BA"
"Xander Collins","BBA","1911286718143584","MBA/BBA"
"Yvonne Stewart","BCA","1135037354742117","MCA/BCA"
"Aaron Wood","M.Tech","1891199628252185","M.Tech"
"Bella Watson","MBA","927843189648168","MBA"
"Cameron Reed","MCA","2158671261485614","MCA"
"Diana Murphy","PhD","2627185404987723","PhD"
"Fiona Bailey","B.Tech","376071916782646","M.Tech/B.Tech"
"Gavin Nelson","BA","1221308168352439","BA"
"Hazel Rivera","BBA","137841403116698","MBA/BBA"
"Isaac Brooks","BCA","711459898553984","MCA/BCA"
"Kevin Mitchell","M.Tech","2521984925358284","M.Tech"
"Luna Gray","MBA","1085255470768647","MBA"
"Michael Hayes","MCA","1788171618822349","MCA"
"Nina Simmons","PhD","1081851227844027","PhD"
"Paula Ward","B.Tech","2549014805624921","M.Tech/B.Tech"
"Quincy Hughes","BA","255237673792668","BA"
"Ruby Powell","BBA","962102332847863","MBA/BBA"
"Samuel Russell","BCA","1149361221350630","MCA/BCA"
"Ursula Howard","M.Tech","3038162966114249","M.Tech"
"Victor Morgan","MBA","2157720125882797","MBA"
"Walter Bell","MCA","936491442412507","MCA"
"Xena Bryant","PhD","1158546024470369","PhD"
"Zoe Jenkins","B.Tech","2286892901678016","M.Tech/B.Tech"
"Anthony Long","BA","2856065253879295","BA"
"Brittany Patterson","BBA","2571506735689548","MBA/BBA"
"Carlos Coleman","BCA","1103737626389675","MCA/BCA"
"Eleanor Perry","M.Tech","2065918178830657","M.Tech"
"Frankie Alexander","MBA","441473044734741","MBA"
"Gina Butler","MCA","1789336225107339","MCA"
"Harold Webb","PhD","994270784904917","PhD"
"Jackie Harper","B.Tech","590208528082711","M.Tech/B.Tech"
"Kurt Matthews","BA","2040957541238639","BA"
"Lara Jennings","BBA","609374822334547","MBA/BBA"
"Mason Rhodes","BCA","2968610120019654","MCA/BCA"
"Owen Perry","M.Tech","1921975470951117","M.Tech"
"Piper Freeman","MBA","2012124563864849","MBA"
"Quinton Lawrence","MCA","1459250089624353","MCA"
"Riley Patterson","PhD","871956149117442","PhD"
"Tanya Edwards","B.Tech","330355657547739","M.Tech/B.Tech"
"Ulysses Ross","BA","1115564708659245","BA"
"Vivian Hughes","BBA","2778422404551238","MBA/BBA"
"Wayne Rogers","BCA","1282823939964073","MCA/BCA"
"Yasmine Barrett","M.Tech","2561134893466423","M.Tech"
"Zane Cole","MBA","2612020174010291","MBA"
"Abigail Porter","MCA","2532665674417862","MCA"
"Blake Townsend","PhD","1301749271656764","PhD"
"Dylan Walker","B.Tech","3045184838825469","M.Tech/B.Tech"
"Elise Sanders","BA","3021010545100292","BA"
"Francis Hicks","BBA","825151692785293","MBA/BBA"
"Gloria Long","BCA","2378990584323118","MCA/BCA"
"Isabel Rivera","M.Tech","1227023571080475","M.Tech"
"Jason Bell","MBA","992841148160090","MBA"
"Kate Hughes","MCA","257644575885777","MCA"
"Liam Martin","PhD","701875223208456","PhD"
"Noah Cooper","B.Tech","786476694326389","M.Tech/B.Tech"
"Ophelia Barnes","BA","1608646302185652","BA"
"Parker Wood","BBA","379409915025719","MBA/BBA"
"Quincy Young","BCA","2772920393432912","MCA/BCA"
"Sophia Lee","M.Tech","3073197350032307","M.Tech"
"Tyler Adams","MBA","2972373854233073","MBA"
"Ulysses Clark","MCA","2530634605631377","MCA"
"Victoria Morgan","PhD","2073990360751128","PhD"
"Jane Smith","B.Tech","623041058553775","M.Tech/B.Tech"
"Alice Johnson","BA","2597584253329549","BA"
"Bob Brown","BBA","975445975712816","MBA/BBA"
"Charlie Davis","BCA","3044543164397473","MCA/BCA"
"George Harris","M.Tech","1494011133056635","M.Tech"
"Hannah Martin","MBA","2371027231042371","MBA"
"Ian Clark","MCA","1333430991908579","MCA"
"Jessica Lewis","PhD","1096275873768261","PhD"
"Larry Anderson","B.Tech","1981430910491835","M.Tech/B.Tech"
"Monica Hall","BA","914684012194559","BA"
"Nathan Allen","BBA","293269574518835","MBA/BBA"
"Olivia Young","BCA","1747589964548354","MCA/BCA"
"Quinn Wright","M.Tech","1643603098407476","M.Tech"
"Rachel Scott","MBA","2315211028269394","MBA"
"Steve Adams","MCA","1731368656005846","MCA"
"Tina Baker","PhD","2083629752537917","PhD"
"Victor Roberts","B.Tech","2830526738179242","M.Tech/B.Tech"
"Wendy Evans","BA","2714334994460383","BA"
"Xander Collins","BBA","1751509137358112","MBA/BBA"
"Yvonne Stewart","BCA","439635001230445","MCA/BCA"
"Aaron Wood","M.Tech","147251726419096","M.Tech"
"Bella Watson","MBA","2813728189519821","MBA"
"Cameron Reed","MCA","2914586243033963","MCA"
"Diana Murphy","PhD","894449319093419","PhD"
"Fiona Bailey","B.Tech","2856944853180221","M.Tech/B.Tech"
"Gavin Nelson","BA","1508303925501835","BA"
"Hazel Rivera","BBA","2934033454644295","MBA/BBA"
"Isaac Brooks","BCA","368090734554288","MCA/BCA"
"Kevin Mitchell","M.Tech","944305315083006","M.Tech"
"Luna Gray","MBA","1976310910073962","MBA"
"Michael Hayes","MCA","1692406866083406","MCA"
"Nina Simmons","PhD","813425100450070","PhD"
"Paula Ward","B.Tech","1884600036407122","M.Tech/B.Tech"
"Quincy Hughes","BA","148231967382049","BA"
"Ruby Powell","BBA","1969594223159390","MBA/BBA"
"Samuel Russell","BCA","2227853003078128","MCA/BCA"
"Ursula Howard","M.Tech","394946821336786","M.Tech"
"Victor Morgan","MBA","1932409784201019","MBA"
"Walter Bell","MCA","251725961170380","MCA"
"Xena Bryant","PhD","761743453368938","PhD"
"Zoe Jenkins","B.Tech","496922169663819","M.Tech/B.Tech"
"Anthony Long","BA","2160049171408970","BA"
"Brittany Patterson","BBA","255627812588102","MBA/BBA"
"Carlos Coleman","BCA","107163905268634","MCA/BCA"
"Eleanor Perry","M.Tech","865657578997344","M.Tech"
"Frankie Alexander","MBA","2764380218531526","MBA"
"Gina Butler","MCA","991147490913394","MCA"
"Harold Webb","PhD","1621083021900509","PhD"
"Jackie Harper","B.Tech","2880124304570810","M.Tech/B.Tech"
"Kurt Matthews","BA","1721976357171093","BA"
"Lara Jennings","BBA","463604673095581","MBA/BBA"
"Mason Rhodes","BCA","1936228618417364","MCA/BCA"
"Owen Perry","M.Tech","1255868565292860","M.Tech"
"Piper Freeman","MBA","1193196615101078","MBA"
"Quinton Lawrence","MCA","345284761621703","MCA"
"Riley Patterson","PhD","192046595949966","PhD"
"Tanya Edwards","B.Tech","510697582166707","M.Tech/B.Tech"
"Ulysses Ross","BA","983269529704043","BA"
"Vivian Hughes","BBA","3019745751207697","MBA/BBA"
"Wayne Rogers","BCA","2176804628650925","MCA/BCA"
"Yasmine Barrett","M.Tech","190798404014818","M.Tech"
"Zane Cole","MBA","409647276475659","MBA"
"Abigail Porter","MCA","1177745751953494","MCA"
"Blake Townsend","PhD","2322050828159407","PhD"
"Dylan Walker","B.Tech","861396363651251","M.Tech/B.Tech"
"Elise Sanders","BA","2086601866863652","BA"
"Francis Hicks","BBA","2512293086471559","MBA/BBA"
"Isabel Rivera","M.Tech","1081678402253816","M.Tech"
"Jason Bell","MBA","1739904162290731","MBA"
"Kate Hughes","MCA","1025517649476640","MCA"
"Liam Martin","PhD","950046957627224","PhD"
"Noah Cooper","B.Tech","650068951441453","M.Tech/B.Tech"
"Ophelia Barnes","BA","969611319441768","BA"
"Sophia Lee","M.Tech","947947245527924","M.Tech"
"Tyler Adams","MBA","249157565406416","MBA"
"Ulysses Clark","MCA","2816415895961849","MCA"
"Victoria Morgan","PhD","1825496029907277","PhD"
"Jane Smith","B.Tech","249078123215894","M.Tech/B.Tech"
"Alice Johnson","BA","2448294446717999","BA"
"George Harris","M.Tech","447410138591378","M.Tech"
"Hannah Martin","MBA","455826954371557","MBA"
"Ian Clark","MCA","2170046375698396","MCA"
"Jessica Lewis","PhD","2811803031153023","PhD"
"Larry Anderson","B.Tech","2634256542524146","M.Tech/B.Tech"
"Monica Hall","BA","310150928184070","BA"
"Quinn Wright","M.Tech","3064420457795563","M.Tech"
"Rachel Scott","MBA","234151403561835","MBA"
"Steve Adams","MCA","355540072197479","MCA"
"Tina Baker","PhD","1576972001856789","PhD"
"Victor Roberts","B.Tech","3045508876696240","M.Tech/B.Tech"
"Wendy Evans","BA","1757115851712998","BA"
"Aaron Wood","M.Tech","2058089793558555","M.Tech"
"Bella Watson","MBA","2035114854816088","MBA"
"Cameron Reed","MCA","997639394575266","MCA"
"Diana Murphy","PhD","1156987280386634","PhD"
"Fiona Bailey","B.Tech","2415722646873169","M.Tech/B.Tech"
"Gavin Nelson","BA","2006777111523978","BA"
"Kevin Mitchell","M.Tech","914029362821084","M.Tech"
"Luna Gray","MBA","725553199947784","MBA"
"Michael Hayes","MCA","1998750489737436","MCA"
"Nina Simmons","PhD","2383150010914573","PhD"
"Paula Ward","B.Tech","2334771238714847","M.Tech/B.Tech"
"Quincy Hughes","BA","2329568533791555","BA"
"Ursula Howard","M.Tech","2479897983670997","M.Tech"
"Victor Morgan","MBA","2269167149165310","MBA"
"Xena Bryant","PhD","259932849103036","PhD"
"Zoe Jenkins","B.Tech","1241633070721833","M.Tech/B.Tech"
"Anthony Long","BA","1629568363085115","BA"
"Eleanor Perry","M.Tech","2062168300293160","M.Tech"
"Frankie Alexander","MBA","1733241593280861","MBA"
"Harold Webb","PhD","1703550973933876","PhD"
"Jackie Harper","B.Tech","1888191739953711","M.Tech/B.Tech"
"Kurt Matthews","BA","1065084479005428","BA"
"Owen Perry","M.Tech","1771822339210033","M.Tech"
"Piper Freeman","MBA","616305933381858","MBA"
"Riley Patterson","PhD","2830621644983513","PhD"
"Tanya Edwards","B.Tech","2073220652563360","M.Tech/B.Tech"
"Ulysses Ross","BA","2116472290065384","BA"
"Yasmine Barrett","M.Tech","724464906641642","M.Tech"
"Zane Cole","MBA","1966686347112472","MBA"
"Blake Townsend","PhD","1352961546097329","PhD"
"Dylan Walker","B.Tech","128906734445795","M.Tech/B.Tech"
"Elise Sanders","BA","1637333170872544","BA"
"Isabel Rivera","M.Tech","293874600791367","M.Tech"
"Jason Bell","MBA","1231642946392831","MBA"
"Liam Martin","PhD","245314686267879","PhD"
"Noah Cooper","B.Tech","988597020996341","M.Tech/B.Tech"
"Ophelia Barnes","BA","1965528869536164","BA"
"Sophia Lee","M.Tech","2479231166867106","M.Tech"
"Tyler Adams","MBA","551501195771183","MBA"
